truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0156,1056,1056-156,Freightliner,Cascadia,2021,LA-370Z90,TRAVECTIO00156VIN,7.81,3.68,0.68,0.25,1938.49,0.471,1.595,193719,650,standby,2025-09-11
T0157,1094,1094-157,Mack,Anthem,2023,MA-302N24,TRAVECTIO00157VIN,7.64,4.08,0.78,0.21,2178.04,0.534,1.742,527425,430,standby,2025-09-11
T0158,1075,1075-158,Peterbilt,579,2021,SC-372E19,TRAVECTIO00158VIN,6.87,3.93,0.73,0.24,2139.49,0.572,1.756,521226,120,active,2025-09-11
T0159,1082,1082-159,Peterbilt,579,2023,AR-709X82,TRAVECTIO00159VIN,7.32,4.07,0.7,0.24,2192.52,0.556,1.715,563703,310,active,2025-09-11
T0160,1094,1094-160,Volvo,VNL,2012,IN-805J99,TRAVECTIO00160VIN,7.13,3.66,0.67,0.22,1648.15,0.513,1.568,564375,426,shop,2025-09-11
T0161,1111,1111-161,Kenworth,T680,2019,WI-605O20,TRAVECTIO00161VIN,7.38,4.18,0.8,0.22,1943.41,0.566,1.78,540514,487,standby,2025-09-11
T0162,1043,1043-162,Freightliner,Cascadia,2017,CA-430T42,TRAVECTIO00162VIN,7.37,4.12,0.75,0.14,2628.06,0.559,1.712,430431,312,active,2025-09-11
T0163,1048,1048-163,Freightliner,Cascadia,2014,CO-956S85,TRAVECTIO00163VIN,6.26,3.95,0.71,0.09,1883.03,0.631,1.619,475595,380,active,2025-09-11
T0164,1011,1011-164,Mack,Anthem,2024,MS-690B32,TRAVECTIO00164VIN,6.15,4.23,0.56,0.14,2575.03,0.688,1.646,357702,295,shop,2025-09-11
T0165,1069,1069-165,International,LT,2021,IN-384F84,TRAVECTIO00165VIN,7.46,3.93,0.51,0.21,2094.19,0.527,1.456,301288,385,shop,2025-09-11
T0166,1002,1002-166,Mack,Anthem,2024,IL-193P54,TRAVECTIO00166VIN,7.02,4.48,0.39,0.19,1676.47,0.638,1.386,666061,491,shop,2025-09-11
T0167,1053,1053-167,Kenworth,T680,2016,CO-207F52,TRAVECTIO00167VIN,6.97,3.83,0.63,0.2,2522.85,0.549,1.631,510656,475,shop,2025-09-11
T0168,1065,1065-168,Mack,Anthem,2018,AR-778M80,TRAVECTIO00168VIN,9.01,4.14,0.75,0.09,1996.41,0.459,1.499,366634,343,active,2025-09-11
T0169,1035,1035-169,Volvo,VNL,2012,VA-358K24,TRAVECTIO00169VIN,6.38,4.05,0.88,0.18,1871.03,0.635,1.882,448883,350,shop,2025-09-11
T0170,1069,1069-170,International,LT,2024,FL-773R69,TRAVECTIO00170VIN,6.92,4.29,0.67,0.16,1853.15,0.62,1.635,288495,306,shop,2025-09-11
T0171,1001,1001-171,Freightliner,Cascadia,2014,MO-470T73,TRAVECTIO00171VIN,6.42,4.31,0.77,0.22,2305.02,0.671,1.892,433515,415,shop,2025-09-11
T0172,1002,1002-172,Freightliner,Cascadia,2014,MS-662E46,TRAVECTIO00172VIN,6.72,4.09,0.46,0.17,1966.9,0.609,1.436,620729,463,shop,2025-09-11
T0173,1101,1101-173,Mack,Anthem,2018,NC-129U87,TRAVECTIO00173VIN,7.57,4.43,0.77,0.15,2235.46,0.585,1.729,412071,435,active,2025-09-11
T0174,1045,1045-174,Mack,Anthem,2013,AR-664A80,TRAVECTIO00174VIN,7.76,3.95,0.75,0.21,2019.92,0.509,1.671,276737,173,shop,2025-09-11
T0175,1012,1012-175,Freightliner,Cascadia,2014,NM-216O25,TRAVECTIO00175VIN,6.36,3.57,0.73,0.16,1996.74,0.561,1.651,624296,409,active,2025-09-11
T0176,1062,1062-176,Volvo,VNL,2022,AR-621W44,TRAVECTIO00176VIN,7.04,4.22,0.87,0.18,1744.47,0.599,1.823,530457,283,shop,2025-09-11
T0177,1092,1092-177,Volvo,VNL,2018,LA-567R28,TRAVECTIO00177VIN,5.56,4.29,0.64,0.14,2350.56,0.772,1.787,585052,272,shop,2025-09-11
T0178,1028,1028-178,Peterbilt,579,2020,MO-864E18,TRAVECTIO00178VIN,8.11,3.68,0.71,0.21,2455.36,0.454,1.62,384706,365,active,2025-09-11
T0179,1073,1073-179,Volvo,VNL,2016,MA-906Q44,TRAVECTIO00179VIN,6.83,3.65,0.69,0.17,2496.33,0.534,1.644,330678,149,active,2025-09-11
T0180,1009,1009-180,Kenworth,T680,2022,AR-957S84,TRAVECTIO00180VIN,6.65,4.84,0.75,0.17,2513.84,0.728,1.899,452695,429,shop,2025-09-11
T0181,1004,1004-181,Peterbilt,579,2018,WI-595L52,TRAVECTIO00181VIN,5.86,4.39,0.84,0.2,2486.15,0.749,2.038,452353,440,standby,2025-09-11
T0182,1063,1063-182,International,LT,2017,IN-429G99,TRAVECTIO00182VIN,7.27,3.88,0.76,0.26,1970.56,0.534,1.751,301307,247,active,2025-09-11
T0183,1065,1065-183,International,LT,2017,LA-976Y62,TRAVECTIO00183VIN,6.93,4.02,0.78,0.17,2269.34,0.58,1.757,628783,235,active,2025-09-11
T0184,1074,1074-184,Kenworth,T680,2022,IL-822Z58,TRAVECTIO00184VIN,6.14,3.96,0.73,0.26,1542.72,0.645,1.789,452506,400,shop,2025-09-11
T0185,1087,1087-185,Mack,Anthem,2023,NM-767E73,TRAVECTIO00185VIN,5.79,3.78,0.71,0.24,2049.92,0.653,1.808,516922,279,active,2025-09-11
T0186,1118,1118-186,Peterbilt,579,2019,MN-439D66,TRAVECTIO00186VIN,7.0,4.17,0.94,0.13,2656.06,0.596,1.932,352697,266,active,2025-09-11
T0187,1062,1062-187,International,LT,2018,FL-839E62,TRAVECTIO00187VIN,6.61,4.16,0.74,0.16,2594.93,0.629,1.788,468210,304,active,2025-09-11
T0188,1041,1041-188,Freightliner,Cascadia,2018,UT-371K89,TRAVECTIO00188VIN,8.47,3.44,0.99,0.18,2273.9,0.406,1.803,427195,347,shop,2025-09-11
T0189,1094,1094-189,Mack,Anthem,2012,NY-436V78,TRAVECTIO00189VIN,6.66,4.48,0.93,0.11,1315.26,0.673,1.845,418001,341,shop,2025-09-11
T0190,1034,1034-190,Kenworth,T680,2021,AZ-877P79,TRAVECTIO00190VIN,7.27,3.44,0.99,0.11,2384.87,0.473,1.811,472764,320,active,2025-09-11
T0191,1052,1052-191,International,LT,2012,LA-746V46,TRAVECTIO00191VIN,7.14,4.01,0.81,0.27,1943.41,0.562,1.836,427091,444,active,2025-09-11
T0192,1008,1008-192,Mack,Anthem,2012,MI-200Y91,TRAVECTIO00192VIN,5.77,3.67,0.93,0.2,2388.96,0.636,2.005,412433,379,active,2025-09-11
T0193,1001,1001-193,Volvo,VNL,2013,AZ-406A15,TRAVECTIO00193VIN,5.8,4.21,0.7,0.16,2552.93,0.726,1.841,481905,340,active,2025-09-11
T0194,1116,1116-194,Freightliner,Cascadia,2015,PA-483N28,TRAVECTIO00194VIN,6.75,4.73,0.71,0.15,2101.19,0.701,1.771,539303,363,active,2025-09-11
T0195,1103,1103-195,International,LT,2017,MN-798Z33,TRAVECTIO00195VIN,6.28,4.46,0.68,0.09,2767.84,0.71,1.757,570901,318,active,2025-09-11
T0196,1081,1081-196,Peterbilt,579,2012,IA-991M89,TRAVECTIO00196VIN,7.43,3.31,0.6,0.22,2557.04,0.445,1.521,451712,294,active,2025-09-11
T0197,1050,1050-197,Volvo,VNL,2020,SC-337O91,TRAVECTIO00197VIN,6.47,4.24,0.82,0.28,2242.36,0.655,1.979,262291,525,active,2025-09-11
T0198,1021,1021-198,Volvo,VNL,2015,CO-109Z69,TRAVECTIO00198VIN,6.88,3.69,0.73,0.23,1667.87,0.536,1.663,434694,516,active,2025-09-11
T0199,1018,1018-199,Mack,Anthem,2019,TN-175O54,TRAVECTIO00199VIN,5.64,4.0,0.79,0.22,1699.04,0.709,1.889,399508,145,standby,2025-09-11
T0200,1033,1033-200,Kenworth,T680,2021,MI-806I68,TRAVECTIO00200VIN,6.96,4.15,0.9,0.13,2361.72,0.596,1.862,531625,487,active,2025-09-11
T0201,1067,1067-201,Peterbilt,579,2017,NY-594D40,TRAVECTIO00201VIN,5.38,4.11,0.74,0.2,1998.33,0.764,1.904,391532,319,shop,2025-09-11
T0202,1086,1086-202,International,LT,2016,MN-402W47,TRAVECTIO00202VIN,6.83,3.62,0.83,0.12,1765.67,0.53,1.657,529957,421,active,2025-09-11
T0203,1076,1076-203,Mack,Anthem,2017,MS-108S97,TRAVECTIO00203VIN,5.42,3.76,0.63,0.16,2677.64,0.694,1.752,505447,450,active,2025-09-11
T0204,1034,1034-204,International,LT,2022,IL-952J39,TRAVECTIO00204VIN,6.6,3.79,0.96,0.23,2768.95,0.574,2.041,460238,307,standby,2025-09-11
T0205,1115,1115-205,Kenworth,T680,2014,OK-294T42,TRAVECTIO00205VIN,6.14,4.18,0.92,0.21,2367.36,0.681,2.048,269630,474,active,2025-09-11
T0206,1088,1088-206,Mack,Anthem,2012,NJ-742U15,TRAVECTIO00206VIN,6.0,3.87,0.99,0.34,2300.08,0.645,2.205,522806,363,active,2025-09-11
T0207,1067,1067-207,Volvo,VNL,2011,MN-473X26,TRAVECTIO00207VIN,7.23,4.31,0.97,0.19,2071.73,0.596,1.963,509729,439,active,2025-09-11
T0208,1070,1070-208,Kenworth,T680,2016,CA-525F35,TRAVECTIO00208VIN,7.14,4.29,0.68,0.12,1953.1,0.601,1.596,502740,450,active,2025-09-11
T0209,1051,1051-209,International,LT,2016,MO-613I31,TRAVECTIO00209VIN,7.17,4.59,0.83,0.13,2197.76,0.64,1.82,403548,442,active,2025-09-11
T0210,1033,1033-210,Volvo,VNL,2023,AR-864K24,TRAVECTIO00210VIN,7.48,3.9,0.57,0.16,2171.36,0.521,1.468,556845,431,shop,2025-09-11
T0211,1045,1045-211,Freightliner,Cascadia,2013,NV-331V96,TRAVECTIO00211VIN,7.2,4.02,0.67,0.21,2202.83,0.558,1.658,500516,424,shop,2025-09-11
T0212,1090,1090-212,International,LT,2016,AL-909M11,TRAVECTIO00212VIN,6.38,3.25,0.69,0.14,2638.86,0.509,1.603,533217,344,active,2025-09-11
T0213,1001,1001-213,International,LT,2012,IN-477V96,TRAVECTIO00213VIN,7.65,4.22,0.59,0.24,2473.43,0.552,1.629,481350,346,active,2025-09-11
T0214,1011,1011-214,International,LT,2017,NM-753L23,TRAVECTIO00214VIN,6.91,3.38,0.63,0.11,2363.46,0.489,1.465,267316,480,active,2025-09-11
T0215,1003,1003-215,Volvo,VNL,2011,IA-674K88,TRAVECTIO00215VIN,6.3,4.54,0.55,0.12,1985.68,0.721,1.59,598297,365,active,2025-09-11
T0216,1002,1002-216,Mack,Anthem,2012,OK-943O99,TRAVECTIO00216VIN,6.36,4.06,0.88,0.25,2400.71,0.638,2.008,406827,260,active,2025-09-11
T0217,1104,1104-217,Mack,Anthem,2017,NC-243B14,TRAVECTIO00217VIN,6.47,4.09,0.64,0.2,1814.5,0.632,1.653,444161,382,active,2025-09-11
T0218,1083,1083-218,Volvo,VNL,2012,NC-340R27,TRAVECTIO00218VIN,6.19,3.92,0.86,0.23,1830.31,0.633,1.906,228457,296,shop,2025-09-11
T0219,1054,1054-219,Volvo,VNL,2016,CO-860W79,TRAVECTIO00219VIN,5.6,3.77,0.58,0.13,2166.62,0.673,1.6,329525,398,shop,2025-09-11
T0220,1011,1011-220,International,LT,2022,CA-258N93,TRAVECTIO00220VIN,6.86,3.75,0.68,0.17,2270.73,0.547,1.624,650814,500,active,2025-09-11
T0221,1055,1055-221,Volvo,VNL,2020,MI-386B98,TRAVECTIO00221VIN,5.76,4.29,0.61,0.22,2524.56,0.745,1.827,634551,278,active,2025-09-11
T0222,1054,1054-222,Peterbilt,579,2018,IN-341L22,TRAVECTIO00222VIN,6.07,4.36,0.82,0.2,2308.6,0.718,1.969,496883,260,active,2025-09-11
T0223,1021,1021-223,International,LT,2021,PA-162M45,TRAVECTIO00223VIN,7.64,4.41,0.74,0.1,2108.24,0.577,1.628,511710,431,active,2025-09-11
T0224,1052,1052-224,Freightliner,Cascadia,2024,NM-565C94,TRAVECTIO00224VIN,6.75,4.39,0.82,0.13,2066.37,0.65,1.807,447173,364,active,2025-09-11
T0225,1050,1050-225,Mack,Anthem,2021,IA-121B52,TRAVECTIO00225VIN,6.98,3.87,0.85,0.16,2147.41,0.554,1.779,257210,537,active,2025-09-11
T0226,1071,1071-226,Peterbilt,579,2023,MN-310C80,TRAVECTIO00226VIN,7.91,3.55,0.69,0.19,2475.88,0.449,1.577,485306,358,active,2025-09-11
T0227,1074,1074-227,International,LT,2014,NM-990H52,TRAVECTIO00227VIN,6.17,3.76,0.65,0.18,1833.52,0.609,1.622,364108,441,active,2025-09-11
T0228,1003,1003-228,International,LT,2011,MS-979E26,TRAVECTIO00228VIN,7.99,3.8,0.81,0.2,2295.76,0.476,1.716,459114,446,standby,2025-09-11
T0229,1048,1048-229,Kenworth,T680,2023,TN-212V13,TRAVECTIO00229VIN,7.19,3.57,0.86,0.14,2547.66,0.497,1.752,454552,441,active,2025-09-11
T0230,1073,1073-230,Freightliner,Cascadia,2016,UT-907H85,TRAVECTIO00230VIN,6.63,4.38,0.66,0.11,3145.55,0.661,1.746,486458,444,active,2025-09-11
T0231,1057,1057-231,Freightliner,Cascadia,2013,MS-153E63,TRAVECTIO00231VIN,6.62,4.51,0.83,0.15,1664.56,0.681,1.827,656325,559,standby,2025-09-11
T0232,1104,1104-232,Freightliner,Cascadia,2022,AL-587O56,TRAVECTIO00232VIN,6.19,3.81,0.7,0.18,2543.84,0.616,1.75,453046,207,standby,2025-09-11
T0233,1076,1076-233,International,LT,2012,IN-615H88,TRAVECTIO00233VIN,6.79,3.76,0.92,0.12,2002.75,0.554,1.794,547584,354,active,2025-09-11
T0234,1019,1019-234,Mack,Anthem,2023,MA-987V76,TRAVECTIO00234VIN,6.58,4.28,0.82,0.23,2336.02,0.65,1.934,410242,324,active,2025-09-11
T0235,1007,1007-235,Volvo,VNL,2021,FL-162P61,TRAVECTIO00235VIN,5.93,3.71,0.9,0.11,3379.64,0.626,1.974,291305,423,shop,2025-09-11
T0236,1074,1074-236,Mack,Anthem,2012,IL-829O19,TRAVECTIO00236VIN,7.24,4.19,0.73,0.2,2098.02,0.579,1.719,460307,180,active,2025-09-11
T0237,1001,1001-237,Kenworth,T680,2020,SC-167E45,TRAVECTIO00237VIN,6.62,3.7,1.11,0.2,2270.08,0.559,2.096,412376,462,standby,2025-09-11
T0238,1069,1069-238,Mack,Anthem,2020,WI-829K58,TRAVECTIO00238VIN,7.19,4.15,1.0,0.12,2442.74,0.577,1.941,506835,296,standby,2025-09-11
T0239,1115,1115-239,International,LT,2015,IN-617T65,TRAVECTIO00239VIN,7.24,3.68,0.71,0.23,2033.05,0.508,1.651,560214,267,active,2025-09-11
T0240,1069,1069-240,Mack,Anthem,2012,NY-770U80,TRAVECTIO00240VIN,6.84,3.75,0.72,0.16,1696.6,0.548,1.598,741205,418,active,2025-09-11
T0241,1050,1050-241,Volvo,VNL,2018,NJ-333N53,TRAVECTIO00241VIN,5.7,3.8,1.0,0.1,2608.55,0.667,2.028,224409,548,shop,2025-09-11
T0242,1075,1075-242,Volvo,VNL,2017,CA-197K64,TRAVECTIO00242VIN,7.11,3.7,0.43,0.18,2413.85,0.52,1.371,489338,463,active,2025-09-11
T0243,1053,1053-243,Mack,Anthem,2015,PA-256V70,TRAVECTIO00243VIN,5.99,4.03,0.78,0.14,1829.83,0.673,1.776,401027,290,active,2025-09-11
T0244,1066,1066-244,Freightliner,Cascadia,2024,AL-195N22,TRAVECTIO00244VIN,7.32,4.3,0.75,0.11,2106.15,0.587,1.658,414038,375,active,2025-09-11
T0245,1115,1115-245,Peterbilt,579,2019,GA-700R81,TRAVECTIO00245VIN,8.9,3.61,0.87,0.19,2785.67,0.406,1.745,661034,413,active,2025-09-11
T0246,1050,1050-246,Mack,Anthem,2012,MI-462V64,TRAVECTIO00246VIN,7.11,3.98,0.88,0.15,2689.43,0.56,1.859,291690,361,active,2025-09-11
T0247,1116,1116-247,Kenworth,T680,2020,AR-460D83,TRAVECTIO00247VIN,6.16,3.98,0.7,0.18,2694.98,0.646,1.795,456962,456,standby,2025-09-11
T0248,1112,1112-248,Peterbilt,579,2013,CO-593H23,TRAVECTIO00248VIN,5.0,3.79,0.89,0.16,2284.51,0.758,2.036,224813,435,active,2025-09-11
T0249,1025,1025-249,International,LT,2016,NC-880I83,TRAVECTIO00249VIN,6.29,3.58,0.73,0.15,1950.26,0.569,1.644,185332,460,active,2025-09-11
T0250,1007,1007-250,Volvo,VNL,2024,WI-885T88,TRAVECTIO00250VIN,7.82,4.23,0.73,0.18,1744.93,0.541,1.625,521855,440,standby,2025-09-11
T0251,1011,1011-251,Freightliner,Cascadia,2020,MA-773W44,TRAVECTIO00251VIN,6.21,4.03,0.92,0.22,2382.91,0.649,2.027,544686,387,active,2025-09-11
T0252,1001,1001-252,Peterbilt,579,2015,AZ-880J53,TRAVECTIO00252VIN,7.93,4.14,0.92,0.21,1855.56,0.522,1.838,396834,336,active,2025-09-11
T0253,1011,1011-253,Freightliner,Cascadia,2013,NY-246S94,TRAVECTIO00253VIN,7.04,4.16,0.79,0.26,2278.92,0.591,1.869,578585,397,shop,2025-09-11
T0254,1080,1080-254,Freightliner,Cascadia,2013,CA-748A21,TRAVECTIO00254VIN,7.55,3.64,0.97,0.17,2359.17,0.482,1.858,348283,321,standby,2025-09-11
T0255,1007,1007-255,Peterbilt,579,2017,MI-564K30,TRAVECTIO00255VIN,5.93,3.73,0.58,0.18,2051.8,0.629,1.594,558273,298,active,2025-09-11
T0256,1039,1039-256,Kenworth,T680,2022,VA-895S86,TRAVECTIO00256VIN,8.02,4.18,0.67,0.22,2612.23,0.521,1.672,318967,460,active,2025-09-11
T0257,1104,1104-257,Freightliner,Cascadia,2013,TN-872T16,TRAVECTIO00257VIN,6.94,4.19,0.64,0.21,1729.76,0.604,1.627,336198,421,active,2025-09-11
T0258,1001,1001-258,Kenworth,T680,2018,CO-534P87,TRAVECTIO00258VIN,5.71,4.3,0.82,0.21,1706.99,0.753,1.954,366387,432,shop,2025-09-11
T0259,1096,1096-259,Volvo,VNL,2015,TX-873Q24,TRAVECTIO00259VIN,7.01,3.81,0.51,0.2,1796.58,0.544,1.434,262223,388,active,2025-09-11
T0260,1034,1034-260,Volvo,VNL,2012,AR-794V85,TRAVECTIO00260VIN,6.59,4.24,0.71,0.22,2079.18,0.643,1.781,490206,408,shop,2025-09-11
T0261,1011,1011-261,International,LT,2021,AR-146H60,TRAVECTIO00261VIN,7.18,3.46,0.82,0.13,2502.72,0.482,1.682,420710,376,standby,2025-09-11
T0262,1081,1081-262,Freightliner,Cascadia,2011,TX-408G27,TRAVECTIO00262VIN,6.69,4.12,0.88,0.11,2772.55,0.616,1.883,524648,499,active,2025-09-11
T0263,1073,1073-263,Kenworth,T680,2016,NC-107P65,TRAVECTIO00263VIN,7.11,4.38,0.87,0.19,3004.91,0.616,1.976,575410,393,active,2025-09-11
T0264,1107,1107-264,Peterbilt,579,2017,WI-820H74,TRAVECTIO00264VIN,6.82,3.88,0.65,0.26,2825.37,0.569,1.762,509983,254,standby,2025-09-11
T0265,1088,1088-265,Mack,Anthem,2023,PA-173M15,TRAVECTIO00265VIN,7.09,3.26,0.86,0.15,2450.2,0.46,1.715,464825,555,shop,2025-09-11
T0266,1095,1095-266,Freightliner,Cascadia,2018,MA-179K83,TRAVECTIO00266VIN,6.4,3.63,0.99,0.18,2792.67,0.567,2.016,571375,500,shop,2025-09-11
T0267,1034,1034-267,International,LT,2017,AZ-755N47,TRAVECTIO00267VIN,6.21,3.83,0.95,0.21,2692.35,0.617,2.046,344422,558,active,2025-09-11
T0268,1023,1023-268,Volvo,VNL,2011,VA-275Z89,TRAVECTIO00268VIN,6.38,3.88,0.94,0.22,2336.94,0.608,2.002,499783,421,shop,2025-09-11
T0269,1088,1088-269,Mack,Anthem,2016,AL-547D41,TRAVECTIO00269VIN,6.83,4.2,0.71,0.19,1188.18,0.615,1.634,311878,414,shop,2025-09-11
T0270,1095,1095-270,International,LT,2017,MO-180M49,TRAVECTIO00270VIN,6.64,4.61,0.69,0.17,2829.21,0.694,1.837,441126,339,active,2025-09-11
T0271,1118,1118-271,Peterbilt,579,2016,NV-272C75,TRAVECTIO00271VIN,6.96,3.73,0.82,0.21,1747.75,0.536,1.741,353482,460,active,2025-09-11
T0272,1051,1051-272,International,LT,2019,TX-894L54,TRAVECTIO00272VIN,6.29,4.09,0.75,0.2,2528.14,0.65,1.853,388028,362,active,2025-09-11
T0273,1048,1048-273,Peterbilt,579,2012,SC-362G32,TRAVECTIO00273VIN,6.64,3.74,0.56,0.16,2129.29,0.563,1.496,415814,356,standby,2025-09-11
T0274,1092,1092-274,Peterbilt,579,2023,NV-771C32,TRAVECTIO00274VIN,6.61,3.98,0.85,0.15,2391.78,0.602,1.841,305615,286,shop,2025-09-11
T0275,1043,1043-275,Volvo,VNL,2023,MN-878S67,TRAVECTIO00275VIN,6.41,3.88,0.59,0.16,1892.0,0.605,1.544,471771,433,standby,2025-09-11
T0276,1114,1114-276,Mack,Anthem,2021,IA-430U50,TRAVECTIO00276VIN,6.35,3.86,0.75,0.14,1829.32,0.608,1.681,518775,219,active,2025-09-11
T0277,1104,1104-277,Volvo,VNL,2012,IL-552U48,TRAVECTIO00277VIN,6.51,4.11,1.07,0.2,2273.53,0.631,2.128,329513,371,active,2025-09-11
T0278,1052,1052-278,International,LT,2011,PA-619C49,TRAVECTIO00278VIN,5.38,3.97,0.86,0.15,1866.78,0.738,1.935,435988,322,shop,2025-09-11
T0279,1088,1088-279,Volvo,VNL,2011,GA-477J19,TRAVECTIO00279VIN,8.19,3.89,0.85,0.2,2933.02,0.475,1.818,494247,415,active,2025-09-11
T0280,1089,1089-280,International,LT,2020,MO-493O84,TRAVECTIO00280VIN,5.26,3.9,0.74,0.11,2538.06,0.741,1.845,443711,533,standby,2025-09-11
T0281,1011,1011-281,Mack,Anthem,2011,IN-929S93,TRAVECTIO00281VIN,7.8,3.98,0.71,0.09,2580.58,0.51,1.568,339064,520,active,2025-09-11
T0282,1112,1112-282,Kenworth,T680,2020,IL-613E17,TRAVECTIO00282VIN,6.58,3.91,0.98,0.26,2080.06,0.594,2.042,716253,365,shop,2025-09-11
T0283,1059,1059-283,Freightliner,Cascadia,2023,NJ-957K20,TRAVECTIO00283VIN,7.04,3.47,0.61,0.19,2790.77,0.493,1.572,318323,327,standby,2025-09-11
T0284,1101,1101-284,Mack,Anthem,2013,GA-353W66,TRAVECTIO00284VIN,6.13,3.79,0.68,0.22,1984.35,0.618,1.716,317416,399,shop,2025-09-11
T0285,1040,1040-285,International,LT,2019,IA-262L57,TRAVECTIO00285VIN,7.77,3.82,0.72,0.24,1912.83,0.492,1.643,473292,332,active,2025-09-11
T0286,1112,1112-286,Volvo,VNL,2017,NV-446V86,TRAVECTIO00286VIN,7.19,3.61,0.8,0.16,2472.54,0.502,1.709,349369,300,active,2025-09-11
T0287,1050,1050-287,Mack,Anthem,2021,VA-167K22,TRAVECTIO00287VIN,7.23,4.43,0.81,0.08,1945.08,0.613,1.698,379845,377,standby,2025-09-11
T0288,1001,1001-288,Mack,Anthem,2017,AR-358X94,TRAVECTIO00288VIN,6.07,3.67,0.79,0.17,1932.89,0.605,1.758,181412,189,standby,2025-09-11
T0289,1112,1112-289,Peterbilt,579,2016,AL-696V28,TRAVECTIO00289VIN,6.31,4.16,0.69,0.15,1101.0,0.659,1.609,616600,345,active,2025-09-11
T0290,1009,1009-290,Kenworth,T680,2021,AZ-778M26,TRAVECTIO00290VIN,7.11,4.05,0.84,0.19,1347.77,0.57,1.735,510992,650,standby,2025-09-11
T0291,1039,1039-291,Mack,Anthem,2012,AR-672M92,TRAVECTIO00291VIN,5.13,4.6,0.78,0.18,2085.02,0.897,2.066,399091,328,active,2025-09-11
T0292,1115,1115-292,Peterbilt,579,2021,AZ-948X97,TRAVECTIO00292VIN,7.06,3.47,0.7,0.12,2500.23,0.492,1.562,395998,493,standby,2025-09-11
T0293,1115,1115-293,Freightliner,Cascadia,2021,CO-533Q56,TRAVECTIO00293VIN,6.37,4.13,0.84,0.21,1907.62,0.648,1.889,671833,364,active,2025-09-11
T0294,1069,1069-294,Kenworth,T680,2015,TN-319K72,TRAVECTIO00294VIN,7.33,4.03,0.66,0.22,2718.35,0.55,1.702,426636,374,active,2025-09-11
T0295,1074,1074-295,Peterbilt,579,2013,SC-179J22,TRAVECTIO00295VIN,6.87,4.09,0.78,0.26,2153.51,0.595,1.85,568253,458,standby,2025-09-11
T0296,1052,1052-296,International,LT,2024,CA-639B94,TRAVECTIO00296VIN,6.44,3.69,0.86,0.25,2582.12,0.573,1.941,377522,359,active,2025-09-11
T0297,1035,1035-297,International,LT,2013,IA-485E30,TRAVECTIO00297VIN,5.49,3.86,0.69,0.21,2598.63,0.703,1.863,427139,409,active,2025-09-11
T0298,1043,1043-298,Mack,Anthem,2023,IA-928F66,TRAVECTIO00298VIN,5.88,4.03,0.73,0.1,1003.55,0.685,1.615,594719,449,active,2025-09-11
T0299,1079,1079-299,Volvo,VNL,2016,CO-836H66,TRAVECTIO00299VIN,7.17,4.53,0.96,0.23,1820.43,0.632,2.004,421613,482,standby,2025-09-11
T0300,1089,1089-300,Kenworth,T680,2023,CA-902O39,TRAVECTIO00300VIN,5.91,3.71,0.69,0.13,1956.56,0.628,1.644,596769,356,standby,2025-09-11
T0301,1094,1094-301,Peterbilt,579,2015,UT-903P34,TRAVECTIO00301VIN,7.08,3.8,0.78,0.08,1471.76,0.537,1.544,441763,256,active,2025-09-11
T0302,1093,1093-302,Mack,Anthem,2020,IN-572Y46,TRAVECTIO00302VIN,8.39,4.32,0.9,0.14,2242.3,0.515,1.779,515217,397,shop,2025-09-11
T0303,1009,1009-303,International,LT,2019,MI-265G87,TRAVECTIO00303VIN,7.01,4.45,0.78,0.1,2493.0,0.635,1.764,334794,368,active,2025-09-11
T0304,1055,1055-304,Kenworth,T680,2011,OK-592L80,TRAVECTIO00304VIN,6.87,3.6,0.93,0.21,3164.67,0.524,1.98,458644,360,active,2025-09-11
T0305,1007,1007-305,Mack,Anthem,2024,MO-971D46,TRAVECTIO00305VIN,6.04,4.03,0.6,0.2,2303.1,0.667,1.697,431368,208,active,2025-09-11
T0306,1067,1067-306,Peterbilt,579,2015,IN-625E65,TRAVECTIO00306VIN,6.11,3.86,0.82,0.11,2955.08,0.632,1.858,508324,240,active,2025-09-11
T0307,1052,1052-307,Peterbilt,579,2024,IN-457A63,TRAVECTIO00307VIN,7.67,3.84,0.91,0.12,2162.55,0.501,1.747,282345,327,active,2025-09-11
T0308,1110,1110-308,Volvo,VNL,2019,PA-341M20,TRAVECTIO00308VIN,7.63,3.47,0.7,0.21,1067.14,0.455,1.472,594031,338,active,2025-09-11
T0309,1044,1044-309,Peterbilt,579,2011,VA-201W93,TRAVECTIO00309VIN,6.47,4.4,0.7,0.19,1452.1,0.68,1.715,503906,334,active,2025-09-11
T0310,1011,1011-310,Peterbilt,579,2013,GA-393P99,TRAVECTIO00310VIN,6.83,3.13,0.8,0.13,1936.7,0.458,1.582,457078,420,active,2025-09-11
T0311,1014,1014-311,Mack,Anthem,2018,IN-730A20,TRAVECTIO00311VIN,6.53,4.06,0.73,0.21,1814.91,0.622,1.743,468836,327,active,2025-09-11
T0312,1091,1091-312,Kenworth,T680,2014,NM-253R87,TRAVECTIO00312VIN,6.98,4.25,0.89,0.16,1380.02,0.609,1.797,501058,487,standby,2025-09-11
